age,gender,employment_type,monthly_income_ngn,loan_amount_ngn,loan_term_months,previous_loans,previous_defaults,repayment_history_score,savings_balance_ngn,business_age_months,daily_sales_ngn,debt_to_income_ratio,collateral_available,region,defaulted
60,Female,Self-employed,211532.13,145600.0,12,2,0,91.83,100957.53,89,11572.67,0.0574,Yes,North Central,0
50,Male,Trader,538824.87,660600.0,6,1,0,97.9,658005.18,96,13106.04,0.2043,No,South East,0
31,Female,Salaried,166919.77,155700.0,3,3,0,98.69,153168.26,28,0.0,0.3109,No,North West,0
55,Female,Unemployed,175526.37,294600.0,9,1,0,99.82,177243.35,92,0.86,0.1865,No,North Central,1
58,Female,Salaried,416526.13,196900.0,9,3,0,87.42,595344.39,88,0.17,0.0525,Yes,North Central,0
20,Female,Salaried,318558.43,136800.0,9,3,1,78.4,511610.3,72,1.78,0.0477,No,North West,0
23,Female,Salaried,237335.94,332700.0,6,1,0,90.52,131500.1,20,0.0,0.2336,No,North West,0
49,Male,Self-employed,123277.19,35700.0,6,2,1,88.82,161296.27,120,4504.02,0.0483,No,North East,0
65,Male,Casual,242094.83,271900.0,1,5,0,95.73,251527.93,53,0.0,1.1231,No,South South,0
19,Male,Casual,74324.99,20000.0,3,1,1,84.66,39364.68,62,0.0,0.0897,No,South East,1
49,Male,Casual,120009.12,20000.0,12,3,0,92.06,134123.03,47,0.0,0.02,No,North Central,0
24,Male,Self-employed,456417.32,224100.0,1,3,0,88.31,515987.9,80,28498.51,0.491,Yes,South East,0
49,Female,Self-employed,419579.11,439200.0,3,3,1,78.67,588799.14,148,24289.7,0.3489,No,North Central,1
47,Male,Self-employed,239205.23,70300.0,3,4,0,100.0,172080.28,84,10253.11,0.098,No,South East,0
22,Male,Salaried,51360.89,139700.0,2,2,0,88.61,71324.97,48,0.0,1.36,No,South South,0
50,Female,Casual,82073.31,31500.0,12,2,1,91.71,37202.69,51,2.48,0.032,No,South East,0
61,Female,Self-employed,115734.62,161300.0,2,1,0,97.99,93866.62,141,6027.46,0.6969,Yes,South South,0
59,Male,Self-employed,160991.65,202000.0,6,0,0,79.79,172530.92,9,8633.24,0.2091,No,North West,0
19,Male,Self-employed,79853.17,109300.0,12,2,0,87.59,82838.05,40,2577.55,0.1141,No,South South,0
29,Female,Casual,153369.94,20000.0,1,2,0,100.0,20012.69,34,0.24,0.1304,No,North East,0
29,Male,Salaried,567759.98,155600.0,2,4,0,93.15,358830.91,16,0.79,0.137,Yes,South West,0
39,Female,Trader,233574.29,102100.0,6,3,0,87.67,134491.24,110,7146.86,0.0729,Yes,North Central,0
24,Female,Trader,207513.04,167000.0,2,3,1,70.92,341858.05,111,5514.42,0.4024,No,North West,1
59,Female,Casual,92902.06,83300.0,3,6,1,81.4,153134.36,26,0.0,0.2989,No,North East,0
55,Female,Salaried,62029.91,101000.0,6,3,1,84.93,40216.05,93,1.06,0.2714,No,South East,1
56,Male,Salaried,81014.58,193400.0,2,1,0,91.64,109141.59,37,0.93,1.1936,No,South South,0
27,Female,Self-employed,60422.04,21700.0,9,4,1,79.97,58074.7,84,3724.88,0.0399,No,South East,1
18,Male,Casual,188996.74,132700.0,12,3,0,78.14,132864.44,78,1.47,0.0585,No,South East,0
61,Female,Unemployed,231015.0,79400.0,3,2,0,87.63,309621.35,37,0.0,0.1146,No,South South,0
31,Male,Trader,96112.4,142900.0,3,2,0,89.11,155795.64,58,5687.0,0.4956,No,South West,0
49,Male,Salaried,198165.87,191000.0,1,1,0,96.25,127493.51,77,0.0,0.9638,No,North West,0
61,Male,Salaried,467688.67,151600.0,1,1,0,96.84,153482.8,21,1.73,0.3241,No,South East,0
19,Male,Trader,642559.95,272400.0,6,4,2,86.94,1039401.89,131,30796.29,0.0707,No,South West,1
18,Male,Salaried,296997.46,106500.0,6,6,2,63.41,361884.38,82,0.0,0.0598,No,North West,1
18,Female,Self-employed,160663.24,241800.0,3,0,0,94.93,65174.65,91,3558.67,0.5017,No,North Central,0
25,Male,Casual,290825.84,245100.0,3,2,0,95.12,18633.24,69,1.39,0.2809,No,South West,0
20,Male,Self-employed,433387.97,691200.0,2,3,0,87.0,495879.37,66,9263.66,0.7974,No,North Central,0
57,Female,Self-employed,48825.79,148200.0,9,0,0,100.0,52621.71,180,2778.55,0.3373,No,South West,0
47,Female,Salaried,471680.44,329500.0,6,3,1,91.86,197772.5,28,0.0,0.1164,No,North West,0
65,Female,Salaried,126339.84,218200.0,9,5,1,84.8,140237.73,51,0.0,0.1919,No,South East,0
56,Female,Trader,127132.64,181900.0,6,0,0,90.66,38749.79,153,7027.89,0.2385,No,South South,0
64,Female,Self-employed,142915.52,170800.0,6,2,0,100.0,102413.96,69,8658.5,0.1992,Yes,South West,0
29,Female,Salaried,221630.49,211900.0,9,2,1,81.04,124952.18,33,0.0,0.1062,No,North Central,0
31,Male,Salaried,87412.79,50300.0,1,1,0,85.49,128981.71,67,0.0,0.5754,No,South West,1
58,Female,Salaried,149579.46,61500.0,9,5,0,92.64,79564.01,12,0.0,0.0457,No,South West,1
29,Male,Trader,253252.51,74500.0,6,3,1,78.14,130365.91,79,6098.75,0.049,No,North West,1
20,Female,Trader,207478.59,255000.0,6,1,1,79.71,268567.8,104,9686.63,0.2048,No,North East,0
50,Male,Self-employed,230554.27,291600.0,6,4,1,71.69,18116.38,32,7842.35,0.2108,No,South South,0
56,Female,Self-employed,145820.61,88900.0,6,1,0,89.31,180262.84,79,8647.64,0.1016,No,South South,0
64,Female,Salaried,282553.61,484400.0,9,3,0,99.67,36065.0,91,0.0,0.1905,No,South South,0
62,Female,Self-employed,357675.92,440100.0,2,0,0,91.94,50897.07,98,10371.3,0.6152,No,South South,0
23,Male,Salaried,344000.26,622200.0,6,3,0,94.6,295659.12,27,0.01,0.3015,No,South South,0
55,Female,Unemployed,237674.84,224600.0,1,2,1,87.27,387490.61,59,0.0,0.945,No,South South,0
58,Male,Salaried,331370.49,507500.0,3,3,0,91.91,105500.03,68,0.0,0.5105,No,South West,0
51,Female,Self-employed,317077.5,349900.0,3,2,0,85.58,174952.87,110,11168.74,0.3678,No,South West,0
57,Male,Salaried,1025245.11,593300.0,6,3,0,100.0,1203349.38,69,0.0,0.0964,No,South East,0
58,Female,Casual,397303.49,131600.0,6,2,0,91.34,605071.02,71,0.42,0.0552,No,South West,0
39,Male,Salaried,169910.73,148500.0,12,2,1,96.57,147317.88,49,0.0,0.0728,No,South West,0
19,Female,Unemployed,99520.67,160600.0,6,1,0,100.0,86644.07,17,0.25,0.269,No,South South,1
39,Female,Salaried,151898.98,68100.0,9,3,1,86.14,85628.57,64,0.0,0.0498,Yes,North East,0
27,Female,Casual,145081.65,107700.0,12,2,2,73.71,97592.54,9,0.44,0.0619,No,South South,0
23,Female,Trader,250982.07,304200.0,2,1,0,100.0,70959.83,136,14635.27,0.606,Yes,South West,0
23,Female,Salaried,114181.61,60500.0,9,2,0,95.74,28581.76,84,0.0,0.0589,No,South West,1
51,Male,Salaried,390673.44,192600.0,3,1,0,78.8,493452.26,1,0.0,0.1643,No,North West,0
42,Female,Self-employed,72947.57,101400.0,3,2,0,93.29,61965.07,177,4550.66,0.4633,No,South East,0
43,Female,Casual,62290.91,37400.0,12,3,0,98.0,83013.39,37,0.0,0.05,Yes,South West,0
53,Male,Casual,164865.74,192200.0,3,5,0,86.97,184648.03,85,0.81,0.3886,No,South West,0
44,Female,Salaried,104093.91,94700.0,12,1,0,100.0,5797.22,21,0.72,0.0758,Yes,South East,0
48,Female,Self-employed,79448.17,60100.0,12,1,1,78.17,70010.14,87,3181.17,0.063,No,South South,0
22,Male,Salaried,118968.81,113200.0,12,0,0,97.93,113822.18,46,0.0,0.0793,No,North East,0
58,Male,Salaried,109726.52,123400.0,6,2,1,86.82,30290.92,68,0.0,0.1874,No,South West,0
39,Male,Trader,181189.63,225900.0,6,6,2,64.41,294916.98,85,11250.14,0.2078,Yes,South West,0
25,Female,Self-employed,120259.37,175200.0,6,3,0,93.25,164392.53,101,6818.71,0.2428,No,North Central,0
57,Male,Salaried,126788.4,53100.0,6,1,0,96.81,194585.7,33,0.0,0.0698,Yes,South West,0
53,Female,Casual,179431.61,296500.0,12,4,0,92.65,185810.43,14,0.0,0.1377,No,North Central,1
20,Male,Trader,348003.96,291400.0,6,1,0,93.34,495464.96,140,18149.28,0.1396,No,North West,0
27,Male,Trader,468221.47,463200.0,6,3,0,85.97,162735.47,95,24333.0,0.1649,No,North Central,0
18,Male,Salaried,198146.32,260900.0,12,2,0,92.18,289218.86,82,0.0,0.1097,No,South East,0
30,Female,Casual,208420.96,278400.0,6,3,0,85.58,326941.64,3,1.19,0.2226,Yes,South West,0
22,Female,Self-employed,159793.97,147000.0,12,1,0,93.97,13008.26,57,5876.17,0.0767,No,South East,0
52,Male,Self-employed,246107.51,168600.0,3,2,1,82.73,272558.19,139,12249.92,0.2284,Yes,North Central,0
43,Female,Salaried,231968.0,347900.0,1,3,0,97.51,47934.02,89,0.0,1.4998,No,South West,0
65,Male,Casual,426135.7,310800.0,6,2,0,83.53,476172.75,63,1.2,0.1216,Yes,South South,0
53,Male,Self-employed,52736.03,20000.0,6,2,0,87.5,80598.07,82,1447.95,0.0632,Yes,North Central,0
47,Male,Casual,154552.42,174100.0,12,3,1,71.64,53727.52,87,0.01,0.0939,No,South South,0
42,Female,Trader,224400.02,112400.0,1,0,0,93.9,194088.54,51,6060.14,0.5009,No,South West,0
20,Female,Casual,176950.9,247500.0,1,3,0,92.28,36828.36,14,0.0,1.3987,Yes,South West,0
21,Female,Trader,97757.94,77900.0,12,1,0,100.0,109809.03,150,3716.9,0.0664,No,South East,0
47,Female,Unemployed,77352.16,82400.0,6,2,0,94.29,18988.68,77,0.11,0.1775,No,North Central,0
18,Female,Salaried,304011.77,191700.0,6,4,0,94.0,502682.18,50,0.05,0.1051,Yes,South East,0
20,Male,Salaried,110052.23,234900.0,3,0,0,86.61,63719.78,8,0.92,0.7115,No,South South,1
28,Male,Trader,57527.99,51200.0,12,3,0,91.98,20415.16,162,1747.9,0.0742,Yes,South South,0
60,Male,Self-employed,314105.59,479800.0,12,1,0,84.66,509554.0,141,11982.94,0.1273,Yes,South West,0
40,Female,Trader,242571.31,107400.0,6,1,0,97.46,269970.82,119,5499.83,0.0738,No,South West,0
52,Male,Trader,166940.7,89500.0,3,1,1,86.64,142604.68,21,7268.71,0.1787,No,North Central,0
37,Male,Self-employed,99335.03,20000.0,12,4,0,83.45,128485.49,147,2913.49,0.02,No,South West,0
26,Male,Casual,167204.88,212300.0,12,4,1,83.46,247211.9,17,0.0,0.1058,No,South West,1
35,Male,Self-employed,396663.69,178000.0,6,3,0,93.27,549392.64,89,10783.29,0.0748,Yes,South West,0
22,Male,Casual,63016.86,87600.0,9,1,0,100.0,40136.04,78,0.0,0.1545,No,North Central,0
54,Female,Salaried,65129.1,79500.0,6,2,0,87.0,45829.61,87,0.0,0.2034,No,South East,0
26,Female,Trader,119690.52,141000.0,3,4,0,88.68,110002.63,121,7795.91,0.3927,No,South West,0
36,Male,Casual,176909.53,380600.0,9,2,1,81.1,179979.64,12,0.81,0.239,No,South South,1
65,Female,Salaried,130368.77,21600.0,9,2,1,81.25,71285.44,3,0.0,0.02,No,South West,0
46,Female,Self-employed,273359.46,106600.0,6,1,0,90.95,75079.94,174,11115.5,0.065,Yes,South West,0
40,Female,Self-employed,365292.69,248100.0,12,3,1,78.88,282774.76,115,13516.76,0.0566,No,South West,0
44,Female,Self-employed,215757.82,109600.0,6,0,0,97.66,301002.29,95,7029.25,0.0847,No,South East,0
55,Male,Self-employed,259106.16,400600.0,12,3,0,100.0,131089.7,79,12848.22,0.1288,No,North Central,0
30,Male,Salaried,214824.53,255200.0,3,3,1,80.33,143571.14,29,0.26,0.396,No,North Central,0
48,Female,Casual,181115.89,360100.0,12,1,0,92.11,90940.14,59,1.92,0.1657,No,South West,0
59,Female,Salaried,77644.73,117500.0,3,0,0,98.65,82001.13,65,1.89,0.5044,No,South East,0
45,Male,Self-employed,92273.98,20000.0,2,3,0,95.45,149530.69,23,5000.0,0.1084,No,North East,0
39,Female,Trader,74803.14,158400.0,6,1,0,95.11,25977.12,38,4286.3,0.3529,Yes,North Central,0
24,Male,Salaried,163437.19,20000.0,1,0,0,100.0,218385.19,65,0.02,0.1224,No,North Central,0
29,Female,Salaried,209335.36,95300.0,2,0,0,86.53,240029.91,43,1.43,0.2276,No,South East,1
63,Male,Unemployed,70171.08,122600.0,9,2,0,92.16,117827.56,93,0.2,0.1941,No,South South,1
43,Male,Trader,188697.2,394100.0,3,2,0,87.13,40441.69,2,4741.75,0.6962,No,South South,0
32,Male,Salaried,101907.57,23200.0,12,1,1,80.5,157861.77,89,0.7,0.02,Yes,South West,1
38,Female,Casual,89835.24,58500.0,2,0,0,85.08,124188.16,8,1.13,0.3256,No,North West,0
45,Male,Self-employed,119878.62,91600.0,6,2,0,91.35,185137.04,17,7464.03,0.1274,No,South East,0
43,Male,Salaried,86890.36,20000.0,6,1,0,96.59,112004.71,7,0.0,0.0384,Yes,North Central,0
51,Male,Trader,267009.78,463700.0,6,1,0,75.58,137270.01,78,13271.68,0.2894,No,South South,0
30,Female,Self-employed,161378.73,302600.0,6,0,0,91.71,119126.93,176,4616.97,0.3125,No,South East,0
49,Female,Salaried,305773.91,503200.0,6,1,0,93.37,70118.78,37,0.94,0.2743,No,North West,0
39,Female,Casual,134920.3,22300.0,3,0,0,92.07,7211.2,39,0.52,0.0551,No,North East,0
63,Female,Self-employed,138277.28,259700.0,1,3,0,82.27,222987.05,133,4537.26,1.8781,No,South South,1
25,Female,Self-employed,608292.33,426300.0,9,2,1,92.62,860465.01,151,36813.64,0.0779,Yes,South West,0
25,Male,Salaried,62675.31,95300.0,6,4,0,100.0,11552.64,29,0.0,0.2534,No,South West,0
40,Female,Trader,414830.36,482100.0,6,4,1,84.72,331975.24,99,21029.57,0.1937,No,South West,0
42,Female,Trader,527631.16,389300.0,3,3,0,90.09,277607.2,51,33861.75,0.2459,No,North Central,0
51,Female,Casual,296112.14,199200.0,12,1,0,95.21,160073.11,3,0.0,0.0561,No,South South,0
37,Female,Salaried,145205.65,20000.0,3,1,0,88.89,221612.98,50,1.13,0.0459,No,North East,0
61,Female,Casual,455066.33,726400.0,12,1,0,86.49,767775.73,29,0.0,0.133,Yes,North West,0
40,Male,Self-employed,146029.98,256500.0,3,1,0,86.13,108997.58,152,4374.06,0.5855,No,South South,0
24,Female,Self-employed,113771.97,259800.0,12,1,1,79.09,158592.44,161,6617.13,0.1903,No,South West,0
23,Male,Salaried,139851.68,130000.0,6,4,1,88.11,45251.47,16,0.75,0.1549,No,South East,0
64,Female,Casual,124254.38,94100.0,6,0,0,100.0,164020.76,67,0.0,0.1262,No,South East,0
24,Female,Salaried,97285.68,164000.0,3,3,1,77.92,13019.7,96,1.11,0.5619,Yes,North Central,0
63,Male,Trader,370354.98,454500.0,12,3,0,89.22,227566.86,6,23611.93,0.1023,Yes,South East,0
31,Female,Self-employed,108876.63,83600.0,3,2,0,93.32,107606.8,160,5994.73,0.2559,No,North West,0
22,Female,Salaried,176564.51,411000.0,9,5,0,100.0,27165.04,15,0.65,0.2586,No,North East,0
32,Male,Unemployed,70421.96,28300.0,1,3,0,100.0,17226.82,58,0.0,0.4019,No,South West,1
47,Male,Casual,183641.19,61000.0,6,5,1,93.58,105835.1,87,0.0,0.0554,No,South East,1
38,Male,Self-employed,84911.11,20000.0,9,3,0,100.0,70790.99,116,4286.65,0.0262,No,North West,0
55,Female,Trader,83566.36,74400.0,6,2,1,92.5,33766.12,141,2496.02,0.1484,No,North West,0
47,Male,Self-employed,167656.91,322100.0,9,0,0,94.52,96250.57,32,10573.05,0.2135,Yes,South West,0
37,Male,Trader,357805.24,670000.0,9,2,0,95.97,117813.75,60,16940.16,0.2081,Yes,South South,0
48,Male,Salaried,239661.08,193600.0,6,4,0,100.0,52040.27,46,0.0,0.1346,No,North Central,0
64,Female,Self-employed,250606.78,403300.0,3,4,3,46.66,186164.8,60,9693.16,0.5364,No,South West,1
37,Female,Self-employed,165423.8,191400.0,6,5,0,100.0,68592.69,66,5000.83,0.1928,Yes,South South,0
25,Female,Self-employed,144718.53,27400.0,9,1,1,72.98,162890.37,76,6798.43,0.021,Yes,South South,0
37,Female,Self-employed,301026.49,456900.0,3,0,0,100.0,128044.06,112,11965.61,0.5059,Yes,North East,0
58,Male,Salaried,124822.37,203100.0,9,1,0,90.51,45424.91,88,0.0,0.1808,No,South South,0
28,Female,Unemployed,309617.93,171200.0,2,1,0,100.0,203357.86,33,0.56,0.2765,No,North West,0
63,Female,Salaried,401947.85,569800.0,12,0,0,93.37,88768.26,54,0.33,0.1181,No,North Central,0
46,Female,Salaried,104173.26,39600.0,6,2,0,90.27,12323.1,50,0.58,0.0634,Yes,South East,0
46,Female,Self-employed,114613.69,207900.0,6,2,0,80.05,150417.05,68,2934.66,0.3023,No,North West,0
33,Female,Trader,126248.83,154100.0,12,1,1,81.0,42291.0,115,4309.35,0.1017,Yes,North Central,1
62,Female,Salaried,69368.38,20000.0,12,5,1,67.66,73473.12,77,0.76,0.024,Yes,South East,0
19,Female,Self-employed,132667.38,144600.0,1,1,0,87.54,73331.34,98,6598.59,1.0899,Yes,South South,0
32,Male,Trader,419431.06,715900.0,3,4,0,97.56,246823.61,62,16250.8,0.5689,No,South South,0
38,Female,Salaried,91225.34,130600.0,6,3,0,83.37,28354.74,34,0.0,0.2386,Yes,North Central,0
40,Male,Unemployed,425955.26,385400.0,6,3,1,94.4,182835.03,80,0.0,0.1508,No,North Central,0
40,Female,Self-employed,135804.72,144400.0,3,1,0,100.0,135002.01,19,3538.08,0.3544,Yes,North Central,0
25,Female,Trader,711289.85,1115200.0,6,3,1,78.21,725295.35,179,40903.42,0.2613,No,North Central,0
28,Female,Salaried,115558.67,168300.0,2,1,0,100.0,60451.68,92,1.95,0.7282,No,South East,0
22,Female,Trader,163918.37,114700.0,2,2,1,71.05,65069.46,73,3560.26,0.3499,Yes,North Central,1
45,Female,Casual,99617.5,49600.0,3,1,0,96.8,61418.66,77,0.0,0.166,No,South East,0
34,Female,Salaried,115117.27,47300.0,1,0,0,96.49,22446.37,51,1.22,0.4109,Yes,South West,0
45,Male,Salaried,429565.1,200700.0,6,1,1,100.0,396675.55,31,0.0,0.0779,Yes,South South,0
46,Female,Self-employed,245036.14,153500.0,2,1,0,91.39,345116.29,127,11923.86,0.3132,No,North Central,0
51,Female,Salaried,351316.81,603000.0,1,1,0,97.24,382642.71,27,0.42,1.7164,Yes,South West,0
44,Male,Unemployed,76540.79,130800.0,12,4,1,79.0,6590.59,65,0.0,0.1424,No,North West,1
49,Female,Trader,275502.13,371600.0,6,2,0,91.4,137780.97,125,9215.13,0.2248,No,South West,0
46,Female,Trader,95728.75,27900.0,12,3,0,93.03,79253.65,106,5662.25,0.0243,Yes,South East,0
49,Female,Unemployed,75467.33,20000.0,12,1,0,92.68,117108.15,21,0.0,0.0221,No,North West,0
47,Female,Casual,210220.05,44700.0,6,0,0,89.57,69614.55,68,0.82,0.0354,Yes,North East,1
33,Female,Casual,208827.13,152900.0,12,0,0,95.88,35984.94,11,0.0,0.061,No,North West,0
29,Male,Self-employed,186350.93,20000.0,2,6,1,70.74,172145.11,32,7088.27,0.0537,Yes,North West,0
55,Male,Self-employed,286967.74,482600.0,9,6,0,91.2,279233.85,21,17504.35,0.1869,Yes,South West,0
34,Male,Self-employed,317594.36,222200.0,6,0,0,100.0,530501.15,175,10818.78,0.1166,No,South South,0
44,Female,Self-employed,467912.32,629400.0,9,2,0,93.19,441150.28,20,13215.71,0.1495,No,South West,0
27,Female,Self-employed,83032.65,108700.0,2,4,0,100.0,6462.83,35,2419.26,0.6546,No,South West,0
38,Female,Salaried,477835.92,399500.0,12,2,0,93.47,551550.02,0,0.33,0.0697,Yes,North West,0
43,Female,Self-employed,611832.97,954600.0,6,5,0,99.38,238117.49,123,21277.09,0.26,No,North East,0
48,Female,Self-employed,141869.46,179300.0,9,4,0,92.78,197631.35,117,9133.34,0.1404,No,South South,0
43,Female,Self-employed,60851.55,58900.0,12,4,2,51.11,47362.8,19,1396.42,0.0807,No,North Central,1
35,Female,Salaried,73235.67,49300.0,12,3,1,80.76,107935.64,24,0.0,0.0561,No,North Central,0
64,Female,Self-employed,133320.16,230300.0,3,2,0,86.99,45284.23,140,7658.2,0.5758,No,South South,0
42,Female,Self-employed,666572.48,883400.0,6,1,0,91.9,689546.05,101,26021.17,0.2209,Yes,North Central,0
56,Male,Trader,182009.49,129300.0,9,6,2,68.78,219981.09,10,9516.52,0.0789,No,North East,1
53,Female,Trader,120516.56,191600.0,6,2,1,89.54,14628.03,112,5708.94,0.265,Yes,South West,1
44,Male,Salaried,115289.39,180200.0,6,1,0,84.14,95996.19,48,0.0,0.2605,No,South East,0
60,Female,Salaried,76186.73,121900.0,9,1,1,78.64,89288.17,95,1.35,0.1778,No,South West,0
24,Male,Self-employed,317802.87,623600.0,12,3,1,81.97,342633.54,42,16608.94,0.1635,No,North Central,1
62,Female,Salaried,169543.95,293900.0,3,1,0,94.34,38228.78,19,0.0,0.5778,Yes,North Central,0
58,Female,Self-employed,704752.05,1093600.0,2,0,0,94.39,73997.17,100,27476.68,0.7759,No,South East,0
42,Female,Unemployed,270776.28,214600.0,9,2,1,80.39,110559.63,67,0.21,0.0881,No,South West,0
53,Female,Salaried,308714.05,150400.0,6,0,0,90.94,137727.67,70,0.67,0.0812,No,North West,0
42,Male,Self-employed,153790.1,20000.0,12,1,0,92.61,159455.25,64,5075.58,0.02,Yes,South South,0
30,Female,Trader,88569.46,86900.0,9,4,1,88.38,7908.99,56,2608.34,0.109,No,North East,0
56,Female,Self-employed,102015.95,61700.0,6,1,0,89.11,50975.98,53,5949.39,0.1008,Yes,South West,0
29,Male,Salaried,73917.26,20000.0,9,3,0,89.86,32129.3,21,0.08,0.0301,Yes,South East,0
33,Female,Salaried,325288.81,186200.0,12,1,0,93.54,465044.21,24,0.37,0.0477,No,South East,0
42,Male,Unemployed,140156.83,182000.0,6,1,0,89.86,89090.8,76,0.0,0.2164,Yes,North West,0
58,Male,Salaried,334314.51,107000.0,1,1,0,87.16,414324.34,45,0.83,0.3201,Yes,South South,0
36,Female,Trader,196625.56,217200.0,9,2,0,86.34,277521.46,96,4254.35,0.1227,No,South West,0
41,Female,Casual,148803.24,132700.0,1,1,0,93.69,181262.55,46,0.63,0.8918,No,South East,0
19,Female,Salaried,84159.6,173900.0,12,0,0,100.0,19823.8,57,0.0,0.1722,Yes,North Central,0
23,Male,Trader,218988.26,300000.0,2,4,2,61.14,277956.04,107,6398.23,0.685,No,South South,1
20,Female,Salaried,156154.42,320900.0,6,1,0,87.33,226562.78,64,0.0,0.3425,No,South West,0
21,Female,Self-employed,323557.36,519900.0,12,3,1,89.35,216391.49,139,19088.4,0.1339,No,South West,0
59,Female,Self-employed,113062.4,61900.0,1,2,0,90.49,171258.03,55,4437.05,0.5475,No,North West,1
58,Male,Unemployed,268654.7,503800.0,1,2,0,100.0,319056.99,80,0.86,1.8753,No,South West,0
57,Male,Salaried,522961.75,532000.0,2,3,1,78.21,639109.45,90,0.0,0.5086,Yes,North East,0
20,Male,Salaried,214888.27,370100.0,12,1,0,95.86,204491.33,70,1.8,0.1435,No,South West,1
21,Male,Unemployed,299884.17,122500.0,12,5,0,91.44,204726.32,45,0.0,0.034,No,South South,0
31,Male,Salaried,261043.1,76000.0,6,0,0,91.91,151335.33,53,0.0,0.0485,No,South South,0
45,Female,Casual,618140.83,248300.0,9,4,0,100.0,845352.16,74,0.0,0.0446,No,North Central,0
34,Male,Trader,229171.61,347100.0,9,1,0,92.74,328877.79,50,10980.78,0.1683,No,North Central,0
41,Female,Self-employed,283703.62,88000.0,1,3,1,84.59,169543.36,152,8011.41,0.3102,Yes,North Central,0
26,Female,Trader,175805.35,20000.0,3,4,1,78.48,191972.85,36,10866.4,0.0379,Yes,South West,0
53,Male,Trader,108810.12,119600.0,12,4,0,93.19,135255.56,169,3287.24,0.0916,No,South West,1
33,Male,Salaried,82075.75,233600.0,2,2,1,82.72,33145.55,61,0.23,1.4231,No,South South,0
21,Female,Unemployed,410123.16,534700.0,6,2,0,93.17,446992.72,63,0.0,0.2173,No,South West,0
53,Female,Unemployed,93459.04,105300.0,3,3,0,88.49,57003.01,14,1.7,0.3756,No,South South,1
61,Female,Casual,292296.52,132500.0,6,2,1,80.31,146338.86,94,0.7,0.0756,No,South East,1
18,Male,Trader,235890.49,362400.0,3,0,0,98.05,134768.12,98,12034.98,0.5121,Yes,South South,0
38,Female,Self-employed,326855.22,79300.0,3,4,0,78.53,192173.92,92,17060.97,0.0809,No,North West,0
57,Male,Self-employed,128817.16,108800.0,1,3,1,79.41,111670.18,51,3038.47,0.8446,No,South East,0
51,Female,Salaried,107660.46,176700.0,12,2,0,83.94,68373.79,2,1.42,0.1368,No,North West,0
59,Male,Self-employed,230188.5,296600.0,2,5,0,95.22,284677.57,65,11671.48,0.6443,No,South East,0
37,Female,Trader,148849.36,132300.0,6,5,0,100.0,228358.42,178,5615.69,0.1481,No,North Central,0
35,Male,Trader,80865.59,150900.0,6,3,1,71.58,107155.57,174,3307.85,0.311,Yes,North Central,0
52,Female,Self-employed,634602.27,405000.0,3,1,0,97.67,608295.68,99,16177.51,0.2127,No,South South,0
25,Female,Self-employed,107613.01,20000.0,12,1,0,100.0,126492.87,47,5134.68,0.02,No,South South,0
29,Female,Trader,94357.96,20000.0,6,2,0,89.97,144460.17,94,3363.52,0.0353,No,North East,0
46,Female,Self-employed,153787.01,57800.0,9,1,0,89.47,157917.67,75,4025.02,0.0418,Yes,South South,0
50,Female,Unemployed,406390.66,820300.0,6,4,0,96.63,56208.3,28,0.0,0.3364,Yes,North East,0
23,Male,Trader,44017.14,72300.0,12,3,1,88.02,23823.07,66,1713.87,0.1369,No,South South,0
42,Male,Salaried,385053.08,123800.0,12,4,1,98.19,229335.39,58,0.0,0.0268,No,North Central,0
35,Male,Salaried,99533.98,28100.0,3,2,0,88.82,166549.6,77,0.0,0.0941,No,North West,0
42,Male,Trader,213769.48,244500.0,9,1,0,98.53,271031.91,144,5957.64,0.1271,No,North Central,0
64,Female,Self-employed,115995.61,176100.0,12,4,1,82.61,87725.23,149,4210.38,0.1265,No,North West,0
21,Male,Casual,657012.34,1156500.0,12,4,0,86.1,414567.6,67,0.0,0.1467,Yes,South West,0
65,Male,Salaried,195187.36,48500.0,12,5,1,82.52,319484.55,47,0.79,0.0207,No,North East,0
39,Female,Salaried,113601.57,20000.0,9,3,1,75.65,149174.91,85,0.0,0.02,No,South East,0
55,Male,Self-employed,148005.21,84300.0,6,4,1,77.61,57489.71,73,8265.84,0.0949,No,South West,1
38,Female,Trader,190799.08,247900.0,3,3,1,87.13,158911.86,27,10448.46,0.4331,Yes,North East,0
32,Male,Unemployed,202036.15,127100.0,12,1,1,80.65,85394.41,33,0.51,0.0524,No,North West,0
54,Male,Casual,239403.99,264900.0,12,2,0,100.0,402996.0,8,0.0,0.0922,No,North Central,0
51,Male,Self-employed,179835.74,81400.0,1,0,0,100.0,178738.71,104,9750.99,0.4526,No,South West,0
24,Female,Casual,73537.93,78500.0,6,0,0,94.11,13554.99,57,0.0,0.1779,No,North West,0
51,Male,Salaried,144283.9,152500.0,2,1,0,90.55,81304.61,46,0.65,0.5285,Yes,North West,0
54,Female,Self-employed,267009.65,482200.0,3,5,1,77.7,247425.5,170,8734.17,0.602,No,South East,0
36,Male,Unemployed,116458.27,43700.0,6,1,0,92.39,104389.73,69,0.71,0.0625,Yes,South West,0
62,Female,Self-employed,278735.88,374600.0,3,2,0,89.86,115301.84,55,11363.38,0.448,Yes,North Central,0
